ISBN,title,author,year,publisher,image_url,book_id,genre
059048351X,"A Night in Terror Tower (Goosebumps, No 27)",R. L. Stine,1995,Scholastic,http://images.amazon.com/images/P/059048351X.01.MZZZZZZZ.jpg,3087,Scholastic
0590568752,"The Abominable Snowman of Pasadena (Goosebumps, No 38)",R. L. Stine,1995,Scholastic,http://images.amazon.com/images/P/0590568752.01.MZZZZZZZ.jpg,3088,Scholastic
0590483552,"Attack of the Mutant (Goosebumps, No 25)",R. L. Stine,1995,Scholastic,http://images.amazon.com/images/P/0590483552.01.MZZZZZZZ.jpg,3089,Scholastic
0590494503,"You Can't Scare Me! (Goosebumps, No 15)",R. L. Stine,1995,Scholastic,http://images.amazon.com/images/P/0590494503.01.MZZZZZZZ.jpg,3090,Scholastic
0590483501,"My Hairiest Adventure (Goosebumps, No 26)",R. L. Stine,1995,Scholastic,http://images.amazon.com/images/P/0590483501.01.MZZZZZZZ.jpg,3091,Scholastic
0345453409,Dying to Please,LINDA HOWARD,2003,Ballantine Books,http://images.amazon.com/images/P/0345453409.01.MZZZZZZZ.jpg,3092,Ballantine Books
0440235154,Where You Belong,Barbara Taylor Bradford,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440235154.01.MZZZZZZZ.jpg,3093,Dell Publishing Company
0312984839,Dance With The Devil: A Dark-Hunter Novel,Sherrilyn Kenyon,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312984839.01.MZZZZZZZ.jpg,3094,St. Martin's Paperbacks
0446353957,Mirror Image,Sandra Brown,1990,Warner Books,http://images.amazon.com/images/P/0446353957.01.MZZZZZZZ.jpg,3095,Warner Books
0373835922,Lawless,Nora Roberts,2003,Harlequin,http://images.amazon.com/images/P/0373835922.01.MZZZZZZZ.jpg,3096,Harlequin
0399140751,The Cat Who Said Cheese,Lilian Jackson Braun,1996,Putnam Pub Group,http://images.amazon.com/images/P/0399140751.01.MZZZZZZZ.jpg,3097,Putnam Pub Group
0312993536,Sons of Fortune,Jeffrey Archer,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312993536.01.MZZZZZZZ.jpg,3098,St. Martin's Paperbacks
0743411323,Never Change,Elizabeth Berg,2001,Atria,http://images.amazon.com/images/P/0743411323.01.MZZZZZZZ.jpg,3099,Atria
0553561111,Scruples Two,Judith Krantz,1993,Bantam Books,http://images.amazon.com/images/P/0553561111.01.MZZZZZZZ.jpg,3100,Bantam Books
0446601853,Charade,Sandra Brown,1995,Warner Books,http://images.amazon.com/images/P/0446601853.01.MZZZZZZZ.jpg,3101,Warner Books
0380727293,Dr. Atkins' New Diet Revolution,Robert C. Atkins,1997,Avon Books,http://images.amazon.com/images/P/0380727293.01.MZZZZZZZ.jpg,3102,Avon Books
0553561375,The Jewels of Tessa Kent,Judith Krantz,1999,Bantam Books,http://images.amazon.com/images/P/0553561375.01.MZZZZZZZ.jpg,3103,Bantam Books
0449211584,Chesapeake,James A. Michener,1990,Fawcett Books,http://images.amazon.com/images/P/0449211584.01.MZZZZZZZ.jpg,3104,Fawcett Books
0446603422,Stormy Weather,Carl Hiaasen,1996,Warner Books,http://images.amazon.com/images/P/0446603422.01.MZZZZZZZ.jpg,3105,Warner Books
0684195984,FROM POTTER'S FIELD,Patricia Cornwell,1995,Scribner,http://images.amazon.com/images/P/0684195984.01.MZZZZZZZ.jpg,3106,Scribner
0399141464,Cause of Death,Patricia Daniels Cornwell,1996,Putnam Pub Group,http://images.amazon.com/images/P/0399141464.01.MZZZZZZZ.jpg,3107,Putnam Pub Group
0684195305,CRUEL AND UNUSUAL,Patricia Cornwell,1993,Scribner,http://images.amazon.com/images/P/0684195305.01.MZZZZZZZ.jpg,3108,Scribner
0425177068,Family Honor,Robert B. Parker,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425177068.01.MZZZZZZZ.jpg,3109,Berkley Publishing Group
0886773849,"Dragonbone Chair Sorrow 1 (Memory, Sorrow, & Thorn (Paperback))",Tad Williams,1994,Penguin Putnam~mass,http://images.amazon.com/images/P/0886773849.01.MZZZZZZZ.jpg,3110,Penguin Putnam~mass
0743245520,"Hello, Darkness",Sandra Brown,2003,Simon & Schuster,http://images.amazon.com/images/P/0743245520.01.MZZZZZZZ.jpg,3111,Simon & Schuster
0452274427,In the Time of the Butterflies,Julia Alvarez,1995,Plume Books,http://images.amazon.com/images/P/0452274427.01.MZZZZZZZ.jpg,3112,Plume Books
0836220870,"Hound Of The Far Side (Far Side Books, Collection No 7)",Gary Larson,1987,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836220870.01.MZZZZZZZ.jpg,3113,Andrews McMeel Publishing
0425194515,Midnight,Dean Koontz,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425194515.01.MZZZZZZZ.jpg,3114,Berkley Publishing Group
0380727544,The Plan,Stephen J. Cannell,1996,Avon,http://images.amazon.com/images/P/0380727544.01.MZZZZZZZ.jpg,3115,Avon
0060973323,Ginger Tree,Oswald Wynd,1990,Perennial,http://images.amazon.com/images/P/0060973323.01.MZZZZZZZ.jpg,3116,Perennial
0553572202,Self-Defense (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1995,Bantam Books,http://images.amazon.com/images/P/0553572202.01.MZZZZZZZ.jpg,3117,Bantam Books
0399144714,Vector,Robin Cook,1999,Putnam Pub Group,http://images.amazon.com/images/P/0399144714.01.MZZZZZZZ.jpg,3118,Putnam Pub Group
0440343194,Illusions,Richard Bach,1981,Bantam Doubleday Dell,http://images.amazon.com/images/P/0440343194.01.MZZZZZZZ.jpg,3119,Bantam Doubleday Dell
0553252704,The Parsifal Mosaic,Robert Ludlum,1983,Bantam Books,http://images.amazon.com/images/P/0553252704.01.MZZZZZZZ.jpg,3120,Bantam Books
067082982X,The Dark Half,Stephen King,1992,Viking Books,http://images.amazon.com/images/P/067082982X.01.MZZZZZZZ.jpg,3121,Viking Books
0451204301,Impulse,Catherine Coulter,2001,Signet Book,http://images.amazon.com/images/P/0451204301.01.MZZZZZZZ.jpg,3122,Signet Book
0842329269,Apollyon: The Destroyer Is Unleashed (Left Behind No. 5),Jerry Jenkins,2000,Tyndale House Publishers,http://images.amazon.com/images/P/0842329269.01.MZZZZZZZ.jpg,3123,Tyndale House Publishers
0373484895,Captive Star,Nora Roberts,2001,Silhouette,http://images.amazon.com/images/P/0373484895.01.MZZZZZZZ.jpg,3124,Silhouette
0449205878,Poland,James A. Michener,1990,Fawcett Books,http://images.amazon.com/images/P/0449205878.01.MZZZZZZZ.jpg,3125,Fawcett Books
0552996181,Behind the Scenes at the Museum,Kate Atkinson,1996,Black Swan,http://images.amazon.com/images/P/0552996181.01.MZZZZZZZ.jpg,3126,Black Swan
0312265859,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Press,http://images.amazon.com/images/P/0312265859.01.MZZZZZZZ.jpg,3127,St. Martin's Press
0425165701,Ruthless.Com (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425165701.01.MZZZZZZZ.jpg,3128,Berkley Publishing Group
0399148779,Eleventh Hour: An FBI Thriller,Catherine Coulter,2002,Putnam Publishing Group,http://images.amazon.com/images/P/0399148779.01.MZZZZZZZ.jpg,3129,Putnam Publishing Group
0452281725,The Quilter's Apprentice,Jennifer Chiaverini,2000,Plume Books,http://images.amazon.com/images/P/0452281725.01.MZZZZZZZ.jpg,3130,Plume Books
0812532597,The Memory of Earth (Homecoming (Paperback)),Orson Scott Card,1999,Tor Books,http://images.amazon.com/images/P/0812532597.01.MZZZZZZZ.jpg,3131,Tor Books
0345339967,Foundation and Earth,Isaac Asimov,1990,Del Rey Books,http://images.amazon.com/images/P/0345339967.01.MZZZZZZZ.jpg,3132,Del Rey Books
0425148297,Naked in Death,J. D. Robb,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425148297.01.MZZZZZZZ.jpg,3133,Berkley Publishing Group
0451207947,Only by Your Touch (Signet Books),Catherine Anderson,2003,Signet Book,http://images.amazon.com/images/P/0451207947.01.MZZZZZZZ.jpg,3134,Signet Book
0425190919,"Sea of Fire (Op-Center Series, Volume 10)",Jeff Rovin,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425190919.01.MZZZZZZZ.jpg,3135,Berkley Publishing Group
0515119202,Daring to Dream,Nora Roberts,1996,Jove Books,http://images.amazon.com/images/P/0515119202.01.MZZZZZZZ.jpg,3136,Jove Books
1551660504,Skin Deep,Nora Roberts,1995,Mira,http://images.amazon.com/images/P/1551660504.01.MZZZZZZZ.jpg,3137,Mira
0061032425,The Family,Mario Puzo,2002,Avon Books,http://images.amazon.com/images/P/0061032425.01.MZZZZZZZ.jpg,3138,Avon Books
0425163415,The President's Daughter,Jack Higgins,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425163415.01.MZZZZZZZ.jpg,3139,Berkley Publishing Group
044022473X,Breach of Promise,Perri O'Shaughnessy,1999,Island,http://images.amazon.com/images/P/044022473X.01.MZZZZZZZ.jpg,3140,Island
0312983417,Starting Over,Robin Pilcher,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983417.01.MZZZZZZZ.jpg,3141,St. Martin's Paperbacks
0345441788,The Forest,EDWARD RUTHERFURD,2001,Ballantine Books,http://images.amazon.com/images/P/0345441788.01.MZZZZZZZ.jpg,3142,Ballantine Books
1853260207,Jane Eyre (Wordsworth Classics),Charlotte Bronte,1997,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260207.01.MZZZZZZZ.jpg,3143,NTC/Contemporary Publishing Company
0812523016,Dracula (Tor Classics),Bram Stoker,1992,Tor Books,http://images.amazon.com/images/P/0812523016.01.MZZZZZZZ.jpg,3144,Tor Books
0345316509,Job: A Comedy of Justice,Robert A. Heinlein,1990,Del Rey Books,http://images.amazon.com/images/P/0345316509.01.MZZZZZZZ.jpg,3145,Del Rey Books
0671732277,DELUSIONS OF GRANDMA,Carrie Fisher,1994,Simon & Schuster,http://images.amazon.com/images/P/0671732277.01.MZZZZZZZ.jpg,3146,Simon & Schuster
0451406176,The Duke,Catherine Coulter,1995,Topaz,http://images.amazon.com/images/P/0451406176.01.MZZZZZZZ.jpg,3147,Topaz
0425077047,And Ladies of the Club,Helen Hooven Santmyer,1985,Penguin Putnam~mass,http://images.amazon.com/images/P/0425077047.01.MZZZZZZZ.jpg,3148,Penguin Putnam~mass
0446602345,Original Sin,Phyllis White,1996,Warner Books,http://images.amazon.com/images/P/0446602345.01.MZZZZZZZ.jpg,3149,Warner Books
0446610232,The Ice Limit,D. Preston,2001,Warner Vision,http://images.amazon.com/images/P/0446610232.01.MZZZZZZZ.jpg,3150,Warner Vision
0812543262,Relic,Douglas Preston,2003,Tor Books,http://images.amazon.com/images/P/0812543262.01.MZZZZZZZ.jpg,3151,Tor Books
0688147259,Notes from a Small Island,Bill Bryson,1996,William Morrow & Company,http://images.amazon.com/images/P/0688147259.01.MZZZZZZZ.jpg,3152,William Morrow & Company
0804109729,Russka : The Novel of Russia,EDWARD RUTHERFURD,1992,Ivy Books,http://images.amazon.com/images/P/0804109729.01.MZZZZZZZ.jpg,3153,Ivy Books
0553280643,The Gate to Women's Country,Sheri S. Tepper,1997,Spectra Books,http://images.amazon.com/images/P/0553280643.01.MZZZZZZZ.jpg,3154,Spectra Books
0312979975,Fantasy Lover,Sherrilyn Kenyon,2002,St. Martin's Press,http://images.amazon.com/images/P/0312979975.01.MZZZZZZZ.jpg,3155,St. Martin's Press
0440236525,The Highlander's Touch,Karen Marie Moning,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440236525.01.MZZZZZZZ.jpg,3156,Dell Publishing Company
0312979983,Night Pleasures (Dark-Hunters),Sherrilyn Kenyon,2002,St. Martin's Press,http://images.amazon.com/images/P/0312979983.01.MZZZZZZZ.jpg,3157,St. Martin's Press
0740723367,The Meaning Of Life,Bradley Trevor Greive,2002,Andrews McMeel Publishing,http://images.amazon.com/images/P/0740723367.01.MZZZZZZZ.jpg,3158,Andrews McMeel Publishing
0061091790,After All These Years,Susan Isaacs,1994,HarperTorch,http://images.amazon.com/images/P/0061091790.01.MZZZZZZZ.jpg,3159,HarperTorch
0440236851,The Wedding,Danielle Steel,2001,Dell Publishing Company,http://images.amazon.com/images/P/0440236851.01.MZZZZZZZ.jpg,3160,Dell Publishing Company
0425151867,Acceptable Risk,Robin Cook,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425151867.01.MZZZZZZZ.jpg,3161,Berkley Publishing Group
0553293761,Dazzle,Judith Krantz,1992,Bantam Books,http://images.amazon.com/images/P/0553293761.01.MZZZZZZZ.jpg,3162,Bantam Books
067102096X,Lethal Seduction,Jackie Collins,2001,Pocket,http://images.amazon.com/images/P/067102096X.01.MZZZZZZZ.jpg,3163,Pocket
0553561367,Spring Collection,Judith Krantz,1997,Bantam Books,http://images.amazon.com/images/P/0553561367.01.MZZZZZZZ.jpg,3164,Bantam Books
0312982518,The Sigma Protocol,Robert Ludlum,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312982518.01.MZZZZZZZ.jpg,3165,St. Martin's Paperbacks
0425180050,Tom Clancy's Op-Center: Line of Control (Tom Clancy's Op Center (Paperback)),Jeff Rovin,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425180050.01.MZZZZZZZ.jpg,3166,Berkley Publishing Group
0312950586,Every Living Thing,James Herriot,1996,St. Martin's Press,http://images.amazon.com/images/P/0312950586.01.MZZZZZZZ.jpg,3167,St. Martin's Press
0446609943,The Switch,Sandra Brown,2001,Warner Vision,http://images.amazon.com/images/P/0446609943.01.MZZZZZZZ.jpg,3168,Warner Vision
0316153990,Blood Work (Blood Work),Michael Connelly,1998,"Little, Brown",http://images.amazon.com/images/P/0316153990.01.MZZZZZZZ.jpg,3169,"Little, Brown"
0393316041,"\Surely You're Joking, Mr. Feynman!\"": Adventures of a Curious Character""",Richard P. Feynman,1997,W. W. Norton & Company,http://images.amazon.com/images/P/0393316041.01.MZZZZZZZ.jpg,3170,W. W. Norton & Company
042518286X,Shock,Robin Cook,2002,Berkley Publishing Group,http://images.amazon.com/images/P/042518286X.01.MZZZZZZZ.jpg,3171,Berkley Publishing Group
0553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,Bantam Books,http://images.amazon.com/images/P/0553250426.01.MZZZZZZZ.jpg,3172,Bantam Books
0425136612,Night of the Hawk,Dale Brown,1993,Berkley Publishing Group,http://images.amazon.com/images/P/0425136612.01.MZZZZZZZ.jpg,3173,Berkley Publishing Group
0446602698,The Juror,George Dawes Green,1995,Warner Books,http://images.amazon.com/images/P/0446602698.01.MZZZZZZZ.jpg,3174,Warner Books
0671039903,Willow (Debeers),V.C. Andrews,2002,Pocket,http://images.amazon.com/images/P/0671039903.01.MZZZZZZZ.jpg,3175,Pocket
0373243286,"Irish Rebel (Special Edition, 1328)",Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373243286.01.MZZZZZZZ.jpg,3176,Silhouette
0425163865,Detective: A Novel,Arthur Hailey,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425163865.01.MZZZZZZZ.jpg,3177,Berkley Publishing Group
0553252828,"SICILIAN, THE",MARIO PUZO,1985,Bantam,http://images.amazon.com/images/P/0553252828.01.MZZZZZZZ.jpg,3178,Bantam
0440117437,Now and Forever,Danielle Steel,1978,Dell,http://images.amazon.com/images/P/0440117437.01.MZZZZZZZ.jpg,3179,Dell
0446363251,"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\""""",Alexandra Ripley,1992,Warner Books,http://images.amazon.com/images/P/0446363251.01.MZZZZZZZ.jpg,3180,Warner Books
0679785892,Fear and Loathing in Las Vegas : A Savage Journey to the Heart of the American Dream,HUNTER S. THOMPSON,1998,Vintage Books,http://images.amazon.com/images/P/0679785892.01.MZZZZZZZ.jpg,3181,Vintage Books
0743243307,Brick Lane: A Novel,Monica Ali,2003,Scribner,http://images.amazon.com/images/P/0743243307.01.MZZZZZZZ.jpg,3182,Scribner
0440223806,COWBOY,Joan Johnston,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440223806.01.MZZZZZZZ.jpg,3183,Dell Publishing Company
060980877X,The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),Jill Conner Browne,2003,Three Rivers Press,http://images.amazon.com/images/P/060980877X.01.MZZZZZZZ.jpg,3184,Three Rivers Press
0446677507,Cat Haiku,Deborah Coates,2001,Warner Books,http://images.amazon.com/images/P/0446677507.01.MZZZZZZZ.jpg,3185,Warner Books
0446301582,Word of Honor,Nelson DeMille,1987,Warner Books,http://images.amazon.com/images/P/0446301582.01.MZZZZZZZ.jpg,3186,Warner Books
1885171080,"Girlfriends: Invisible Bonds, Enduring Ties",Carmen Renee Berry,1995,Wildcat Canyon Press,http://images.amazon.com/images/P/1885171080.01.MZZZZZZZ.jpg,3187,Wildcat Canyon Press
0553584480,The Face,DEAN KOONTZ,2004,Bantam,http://images.amazon.com/images/P/0553584480.01.MZZZZZZZ.jpg,3188,Bantam
0156029987,Vernon God Little,DBC Pierre,2004,Harvest Books,http://images.amazon.com/images/P/0156029987.01.MZZZZZZZ.jpg,3189,Harvest Books
0393319296,Invisible Monsters,Chuck Palahniuk,1999,W.W. Norton & Company,http://images.amazon.com/images/P/0393319296.01.MZZZZZZZ.jpg,3190,W.W. Norton & Company
0679410325,"Secret History, The",DONNA TARTT,1992,Knopf,http://images.amazon.com/images/P/0679410325.01.MZZZZZZZ.jpg,3191,Knopf
0449206211,Murder on Embassy Row (Capital Crime Mysteries),Margaret Truman,1992,Fawcett Books,http://images.amazon.com/images/P/0449206211.01.MZZZZZZZ.jpg,3192,Fawcett Books
0671742760,DRAGON,Clive Cussler,1991,Pocket,http://images.amazon.com/images/P/0671742760.01.MZZZZZZZ.jpg,3193,Pocket
0671001809,The SEA HUNTERS,Clive Cussler,1997,Pocket,http://images.amazon.com/images/P/0671001809.01.MZZZZZZZ.jpg,3194,Pocket
0670858692,Rose Madder,Stephen King,1995,Viking Books,http://images.amazon.com/images/P/0670858692.01.MZZZZZZZ.jpg,3195,Viking Books
0786862572,I'm Not Really Here,Tim Allen,1996,Hyperion Books,http://images.amazon.com/images/P/0786862572.01.MZZZZZZZ.jpg,3196,Hyperion Books
0446531316,Street Dreams,Faye Kellerman,2003,Warner Books,http://images.amazon.com/images/P/0446531316.01.MZZZZZZZ.jpg,3197,Warner Books
0380708353,Butterfly,Kathryn Harvey,1995,Avon Books,http://images.amazon.com/images/P/0380708353.01.MZZZZZZZ.jpg,3198,Avon Books
0515124621,Then Came Heaven,LaVyrle Spencer,1999,Jove Books,http://images.amazon.com/images/P/0515124621.01.MZZZZZZZ.jpg,3199,Jove Books
0671737600,Double Standards,Judith McNaught,1991,Pocket,http://images.amazon.com/images/P/0671737600.01.MZZZZZZZ.jpg,3200,Pocket
0671870963,Prince Charming,Julie Garwood,1995,Pocket,http://images.amazon.com/images/P/0671870963.01.MZZZZZZZ.jpg,3201,Pocket
0671744607,REMEMBRANCE : REMEMBRANCE,Jude Deveraux,1995,Pocket,http://images.amazon.com/images/P/0671744607.01.MZZZZZZZ.jpg,3202,Pocket
051512219X,Small Town Girl,Lavyrle Spencer,1998,Jove Books,http://images.amazon.com/images/P/051512219X.01.MZZZZZZZ.jpg,3203,Jove Books
0671525743,Night Whispers,Judith McNaught,1999,Pocket,http://images.amazon.com/images/P/0671525743.01.MZZZZZZZ.jpg,3204,Pocket
0380757478,Fires of Winter,Johanna Lindsey,2002,Avon,http://images.amazon.com/images/P/0380757478.01.MZZZZZZZ.jpg,3205,Avon
0061094595,Calder Pride,Janet Dailey,2000,HarperTorch,http://images.amazon.com/images/P/0061094595.01.MZZZZZZZ.jpg,3206,HarperTorch
067101417X,High Tide,Jude Deveraux,2000,Pocket,http://images.amazon.com/images/P/067101417X.01.MZZZZZZZ.jpg,3207,Pocket
0671742558,Almost Heaven,Judith McNaught,1991,Pocket,http://images.amazon.com/images/P/0671742558.01.MZZZZZZZ.jpg,3208,Pocket
0553575244,The Silver Rose,Jane Feather,1997,Bantam Books,http://images.amazon.com/images/P/0553575244.01.MZZZZZZZ.jpg,3209,Bantam Books
0451162919,Garden of Lies (Signet Shakespeare),Eileen Goudge,1994,Signet Book,http://images.amazon.com/images/P/0451162919.01.MZZZZZZZ.jpg,3210,Signet Book
0671737627,Once and Always,Judith McNaught,1990,Pocket,http://images.amazon.com/images/P/0671737627.01.MZZZZZZZ.jpg,3211,Pocket
0061099368,Palindrome,Stuart Woods,1991,HarperTorch,http://images.amazon.com/images/P/0061099368.01.MZZZZZZZ.jpg,3212,HarperTorch
0679425136,The Night Manager,John Le Carre,1993,Alfred A. Knopf,http://images.amazon.com/images/P/0679425136.01.MZZZZZZZ.jpg,3213,Alfred A. Knopf
0345442822,Angry Housewives Eating Bon Bons (Ballantine Reader's Circle),LORNA LANDVIK,2004,Ballantine Books,http://images.amazon.com/images/P/0345442822.01.MZZZZZZZ.jpg,3214,Ballantine Books
0836221362,It's A Magical World: A Calvin and Hobbes Collection,Bill Watterson,1996,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836221362.01.MZZZZZZZ.jpg,3215,Andrews McMeel Publishing
0836217691,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,Bill Watterson,1994,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836217691.01.MZZZZZZZ.jpg,3216,Andrews McMeel Publishing
